"fot_codigo","POR_CULT","POR_CIELO","POR_PAISAJE","PAN_DET","HERBACEO O LENOSO","AB_REV"
"1911767",59.47,0.00,0.00,"Panorámica","H",0
"1911768",69.64,14.63,1.12,"Panorámica","H",0
"1911769",47.84,24.10,1.84,"Panorámica","H",0
"1911770",25.38,46.94,0.00,"Panorámica","H",0
"1911787",59.19,14.36,1.79,"Panorámica","H",0
"1911796",56.30,22.17,2.52,"Panorámica","H",0
"1911801",85.28,1.34,0.00,"Detalle","H",0
"1911804",73.12,0.00,0.00,"Detalle","H",0
"1911811",47.67,47.46,0.00,"Panorámica","H",0
"1911812",31.51,54.01,1.32,"Panorámica","H",0
"1911814",38.75,46.21,1.67,"Panorámica","H",0
"1911815",38.08,54.14,0.00,"Panorámica","H",0
"1911822",52.21,10.54,0.00,"Panorámica","H",0
"1911823",55.83,2.08,0.00,"Panorámica","H",0
"1911824",46.38,7.80,0.00,"Panorámica","H",0
"1911825",27.25,44.69,0.00,"Panorámica","H",0
"1911826",73.22,9.94,0.00,"Detalle","H",0
"1911827",73.22,9.94,0.00,"Detalle","H",0
"1911828",73.22,9.94,0.00,"Detalle","H",0
"1911830",73.22,9.94,0.00,"Detalle","H",0
"1911831",73.22,9.94,0.00,"Detalle","H",0
"1911832",73.22,9.94,0.00,"Detalle","H",0
"1911833",41.34,31.47,0.00,"Panorámica","H",0
"1911834",41.34,31.47,0.00,"Panorámica","H",0
"1911835",41.34,31.47,0.00,"Panorámica","H",0
"1911836",41.34,31.47,0.00,"Panorámica","H",0
"1911837",41.34,31.47,0.00,"Panorámica","H",0
"1911838",41.34,31.47,0.00,"Panorámica","H",0
"1911839",49.00,0.00,1.03,"Panorámica","H",0
"1911840",39.42,0.00,0.00,"Panorámica","H",0
"1911842",32.64,26.56,0.00,"Panorámica","H",0
"1911843",25.50,0.00,0.00,"Panorámica","H",0
"1911846",16.04,0.00,0.00,"Panorámica","H",0
"1911850",70.15,4.30,0.00,"Detalle","H",0
"1911851",73.22,9.94,0.00,"Detalle","H",0
"1911852",73.22,9.94,0.00,"Detalle","H",0
"1911853",73.22,9.94,0.00,"Detalle","H",0
"1911865",50.07,0.00,2.02,"Panorámica","H",0
"1911866",20.34,25.13,0.00,"Panorámica","H",0
"1911871",13.05,40.05,0.00,"Panorámica","H",0
"1911899",56.90,0.00,0.00,"Panorámica","H",0
"1911900",58.83,0.00,0.00,"Detalle","H",0
"1911904",89.54,0.00,5.06,"Detalle","H",0
"1911905",46.73,12.61,0.00,"Panorámica","H",0
"1911906",24.94,14.00,0.00,"Panorámica","H",0
"1911910",42.13,19.03,0.00,"Panorámica","H",0
"1911911",51.87,13.27,0.00,"Panorámica","H",0
"1911912",64.04,10.15,0.00,"Panorámica","H",0
"1911913",45.90,17.27,0.00,"Panorámica","H",0
"1911914",58.50,1.38,0.00,"Panorámica","H",0
"1911915",60.07,7.89,0.00,"Panorámica","H",0
"1911916",40.24,23.63,0.00,"Panorámica","H",0
"1911917",81.38,0.00,0.00,"Detalle","H",0
"1911918",93.71,0.00,0.00,"Detalle","H",0
"1911941",31.20,11.78,0.00,"Panorámica","H",0
"1911943",44.71,36.48,0.00,"Panorámica","H",0
"1911944",50.36,6.23,0.00,"Panorámica","H",0
"1911945",42.92,1.44,0.00,"Panorámica","H",0
"1911946",0.00,3.99,1.94,"Panorámica","H",0
"1911948",2.81,13.76,0.00,"Panorámica","H",0
"1911949",29.19,16.35,3.22,"Panorámica","H",0
"1911950",35.17,22.36,5.17,"Panorámica","H",0
"1911951",11.54,24.79,0.00,"Panorámica","H",0
"1911969",70.93,6.57,6.74,"Panorámica","H",0
"1911970",14.13,13.29,4.85,"Panorámica","H",0
"1911971",60.86,12.32,1.57,"Panorámica","H",0
"1911972",42.06,16.88,0.00,"Panorámica","H",0
"1911973",76.62,8.16,0.00,"Panorámica","H",0
"1911974",85.12,0.00,0.00,"Panorámica","H",0
"1911975",47.10,20.18,0.00,"Panorámica","H",0
"1911985",19.56,18.71,0.00,"Panorámica","H",0
"1911986",75.39,12.26,0.00,"Panorámica","H",0
"1911990",52.22,12.68,0.00,"Panorámica","H",0
"1911992",37.01,29.27,0.00,"Panorámica","H",0
"1911993",68.52,14.19,0.00,"Panorámica","H",0
"1911994",64.43,7.67,0.00,"Panorámica","H",0
"1911995",41.32,16.94,0.00,"Panorámica","H",0
"1911996",73.09,3.67,0.00,"Panorámica","H",0
"1912017",77.04,0.00,0.00,"Panorámica","H",0
"1912031",35.15,18.23,5.73,"Panorámica","H",0
"1912033",29.03,30.69,2.35,"Panorámica","H",0
"1912035",66.70,22.61,0.00,"Panorámica","H",0
"1912038",52.81,15.55,9.72,"Panorámica","H",0
"1912040",39.82,4.01,0.00,"Panorámica","H",0
"1912041",52.22,22.34,10.09,"Panorámica","H",0
"1912042",61.42,6.11,11.38,"Panorámica","H",0
"1912043",16.95,32.35,4.65,"Panorámica","H",0
"1912046",63.78,20.21,0.00,"Panorámica","H",0
"1912050",62.01,14.25,5.20,"Panorámica","H",0
"1912058",27.56,26.95,0.00,"Panorámica","H",0
"1912082",25.90,35.34,0.00,"Panorámica","H",0
"1912139",23.56,30.49,14.01,"Panorámica","H",0
"1912140",22.00,4.18,23.88,"Panorámica","H",0
"1912142",27.77,22.11,19.14,"Panorámica","H",0
"1912194",26.29,47.23,0.00,"Panorámica","H",0
"1912311",56.87,15.95,1.75,"Panorámica","H",0
"1912352",36.97,29.46,2.16,"Panorámica","H",0
"1912376",48.30,10.94,0.00,"Panorámica","H",0
"1912378",18.68,52.64,0.00,"Panorámica","H",0
"1912379",26.29,47.23,0.00,"Panorámica","H",0
"1912385",84.46,0.00,11.16,"Detalle","H",0
"1912386",29.57,23.26,0.00,"Panorámica","H",0
"1912388",20.69,41.90,0.00,"Panorámica","H",0
"1912389",22.36,47.55,0.00,"Panorámica","H",0
"1912390",14.83,46.93,0.00,"Panorámica","H",0
"1912391",50.45,18.11,1.63,"Panorámica","H",0
"1912394",73.52,0.00,11.52,"Detalle","H",0
"1912395",29.01,34.20,8.34,"Panorámica","H",0
"1912401",77.25,0.00,11.65,"Detalle","H",0
"1912402",67.92,1.37,13.33,"Detalle","H",0
"1912404",44.45,8.42,0.00,"Panorámica","H",0
"1912406",35.10,13.66,2.99,"Panorámica","H",0
"1912407",49.90,5.52,2.30,"Detalle","H",0
"1912408",60.59,17.74,0.00,"Panorámica","H",0
"1912410",27.84,39.20,0.00,"Panorámica","H",0
"1912415",33.17,38.30,0.00,"Panorámica","H",0
"1912416",16.47,24.34,0.00,"Panorámica","H",0
"1912423",42.69,2.98,1.79,"Detalle","H",0
"1912429",41.98,4.09,0.00,"Detalle","H",0
"1912439",54.09,7.25,0.00,"Panorámica","H",0
"1912443",24.85,34.41,0.00,"Panorámica","H",0
"1912445",28.61,24.96,17.21,"Panorámica","H",0
"1912446",37.78,19.87,1.91,"Panorámica","H",0
"1912452",40.90,29.07,0.00,"Panorámica","H",0
"1912453",13.33,9.14,0.00,"Panorámica","H",0
"1912465",72.89,0.00,0.00,"Panorámica","H",0
"1912476",16.09,32.01,0.00,"Panorámica","H",0
"1912477",28.11,34.95,0.00,"Panorámica","H",0
"1912479",72.61,21.36,4.47,"Panorámica","H",0
"1912487",10.51,15.70,2.15,"Panorámica","H",0
"1912490",19.40,19.37,11.30,"Panorámica","H",0
"1912493",32.75,41.16,0.00,"Panorámica","H",0
"1912494",18.97,29.72,0.00,"Panorámica","H",0
"1912504",42.32,18.60,7.32,"Panorámica","H",0
"1912513",22.83,47.40,0.00,"Panorámica","H",0
"1912534",46.77,17.58,0.00,"Panorámica","H",0
"1912536",23.41,21.18,0.00,"Panorámica","H",0
"1912555",45.37,17.30,13.12,"Panorámica","H",0
"1912558",64.87,7.20,2.25,"Detalle","H",0
"1912559",49.75,29.18,0.00,"Panorámica","H",0
"1912560",74.62,0.00,2.56,"Panorámica","H",0
"1912565",22.06,25.14,0.00,"Panorámica","H",0
"1912568",21.73,16.93,0.00,"Panorámica","H",0
"1912569",37.20,39.93,0.00,"Panorámica","H",0
"1912579",50.29,2.45,6.44,"Panorámica","H",0
"1912585",21.15,18.35,1.05,"Panorámica","H",0
"1912586",14.92,18.40,9.86,"Panorámica","H",0
"1912587",42.78,1.05,0.00,"Panorámica","H",0
"1912590",43.48,13.02,4.91,"Panorámica","H",0
"1912591",56.06,7.30,0.00,"Panorámica","H",0
"1912592",40.31,6.93,0.00,"Panorámica","H",0
"1912596",20.72,55.30,4.44,"Panorámica","H",0
"1912597",42.49,36.31,4.88,"Panorámica","H",0
"1912604",70.79,8.76,0.00,"Detalle","H",0
"1912607",84.04,3.28,1.01,"Panorámica","H",0
"1912615",54.84,18.88,3.25,"Panorámica","H",0
"1912621",61.15,26.61,0.00,"Panorámica","H",0
"1912623",74.45,19.11,2.67,"Panorámica","H",0
"1912624",59.53,19.37,1.22,"Panorámica","H",0
"1912625",36.62,27.92,2.27,"Panorámica","H",0
"1912626",65.67,29.69,1.31,"Panorámica","H",0
"1912632",13.32,33.83,10.62,"Panorámica","H",0
"1912633",13.32,33.83,10.62,"Panorámica","H",0
"1912636",26.57,36.22,10.44,"Panorámica","H",0
"1912640",74.38,0.00,2.67,"Detalle","H",0
"1912651",49.22,0.00,0.00,"Detalle","H",0
"1912652",26.86,21.84,0.00,"Panorámica","H",0
"1912673",65.03,0.00,2.39,"Detalle","H",0
"1912675",35.10,3.10,0.00,"Detalle","H",0
"1912676",50.27,8.43,4.73,"Panorámica","H",0
"1912677",38.81,2.51,3.96,"Panorámica","H",0
"1912684",7.69,18.83,0.00,"Panorámica","H",0
"1912692",33.96,26.27,1.28,"Panorámica","H",0
"1912696",68.95,1.56,2.92,"Panorámica","H",0
"1912697",60.52,19.06,2.04,"Panorámica","H",0
"1912698",62.51,24.65,0.00,"Panorámica","H",0
"1912699",13.59,42.23,0.00,"Panorámica","H",0
"1912700",12.28,40.45,1.02,"Panorámica","H",0
"1912701",8.01,24.39,0.00,"Panorámica","H",0
"1912706",64.50,0.00,13.16,"Panorámica","H",0
"1912707",34.39,6.34,8.21,"Panorámica","H",0
"1912720",6.13,19.82,1.86,"Panorámica","H",0
"1912736",70.45,4.22,8.96,"Detalle","H",0
"1912756",19.97,20.10,0.00,"Panorámica","H",0
"1912758",46.89,20.70,0.00,"Panorámica","H",0
"1912774",47.13,31.72,2.16,"Panorámica","H",0
"1912781",56.80,2.45,6.34,"Panorámica","H",0
"1912790",79.75,0.00,3.49,"Panorámica","H",0
"1912791",36.61,1.52,0.00,"Panorámica","H",0
"1912794",84.71,2.29,5.17,"Panorámica","H",0
"1912805",63.19,8.75,0.00,"Panorámica","H",0
"1912806",57.12,11.62,7.06,"Panorámica","H",0
"1912808",62.63,6.78,0.00,"Detalle","H",0
"1912816",40.86,20.55,0.00,"Panorámica","H",0
"1912819",33.32,4.50,13.11,"Panorámica","H",0
"1912820",53.17,18.86,15.55,"Panorámica","H",0
"1912826",88.88,0.00,0.00,"Detalle","H",0
"1912842",60.60,11.78,4.86,"Panorámica","H",0
"1912875",65.34,19.64,8.20,"Panorámica","H",0
"1912877",53.42,8.48,0.00,"Panorámica","H",0
"1912878",77.02,2.44,0.00,"Detalle","H",0
"1912879",8.24,21.73,0.00,"Panorámica","H",0
"1912884",27.74,29.26,0.00,"Panorámica","H",0
"1912885",68.87,18.47,7.84,"Panorámica","H",0
"1912886",59.84,16.27,2.31,"Panorámica","H",0
"1912887",60.57,21.19,0.00,"Panorámica","H",0
"1912888",68.93,22.70,2.90,"Panorámica","H",0
"1912889",56.51,26.16,0.00,"Panorámica","H",0
"1912890",55.43,35.90,0.00,"Panorámica","H",0
"1912898",31.73,17.28,0.00,"Panorámica","H",0
"1912899",27.66,9.02,0.00,"Panorámica","H",0
"1912935",45.63,34.99,0.00,"Panorámica","H",0
"1912942",38.09,0.00,0.00,"Panorámica","H",0
"1912947",49.06,16.26,0.00,"Panorámica","H",0
"1912948",29.07,0.00,0.00,"Panorámica","H",0
"1912973",18.62,26.84,0.00,"Panorámica","H",0
"1912974",42.38,31.13,0.00,"Panorámica","H",0
"1912982",15.65,35.88,0.00,"Panorámica","H",0
"1912983",37.63,0.00,8.50,"Panorámica","H",0
"1912984",31.01,0.00,2.36,"Panorámica","H",0
"1912994",57.93,31.43,0.00,"Panorámica","H",0
"1913027",32.68,7.06,0.00,"Panorámica","H",0
"1913038",35.78,34.32,0.00,"Panorámica","H",0
"1913048",17.40,41.78,0.00,"Panorámica","H",0
"1913049",68.51,28.52,0.00,"Panorámica","H",0
"1913050",65.75,22.50,0.00,"Panorámica","H",0
"1913051",46.93,14.68,3.61,"Panorámica","H",0
"1913052",65.49,0.00,0.00,"Panorámica","H",0
"1913054",24.58,49.21,1.55,"Panorámica","H",0
"1913055",45.98,25.06,0.00,"Panorámica","H",0
"1913066",73.25,9.43,0.00,"Detalle","H",0
"1913070",27.06,32.47,5.82,"Panorámica","H",0
"1913071",39.99,19.72,0.00,"Panorámica","H",0
"1913073",75.46,11.51,0.00,"Panorámica","H",0
"1913079",60.46,4.71,0.00,"Panorámica","H",0
"1913080",6.46,19.87,0.00,"Panorámica","H",0
"1913081",59.72,0.00,0.00,"Panorámica","H",0
"1913092",47.40,28.93,0.00,"Panorámica","H",0
"1913093",31.35,1.73,0.00,"Panorámica","H",0
"1913095",30.07,33.85,0.00,"Panorámica","H",0
"1913103",34.31,13.71,0.00,"Panorámica","H",0
"1913105",37.71,2.64,0.00,"Panorámica","H",0
"1913106",60.07,6.68,0.00,"Panorámica","H",0
"1913122",54.77,30.18,7.38,"Panorámica","H",0
"1913123",53.37,23.77,0.00,"Panorámica","H",0
"1913126",65.30,15.01,12.13,"Panorámica","H",0
"1913131",48.48,18.73,0.00,"Panorámica","H",0
"1913135",51.75,23.70,0.00,"Panorámica","H",0
"1913137",29.41,22.41,0.00,"Panorámica","H",0
"1913138",25.06,24.93,0.00,"Panorámica","H",0
"1913139",26.90,26.93,1.89,"Panorámica","H",0
"1913140",57.52,10.56,7.74,"Panorámica","H",0
"1913141",68.29,0.00,4.03,"Panorámica","H",0
"1913142",58.43,14.78,0.00,"Panorámica","H",0
"1913143",45.01,17.67,0.00,"Panorámica","H",0
"1913144",76.02,3.26,1.97,"Panorámica","H",0
"1913145",75.55,0.00,0.00,"Panorámica","H",0
"1913146",75.77,2.27,0.00,"Panorámica","H",0
"1913147",76.50,0.00,0.00,"Panorámica","H",0
"1913148",52.34,37.04,2.13,"Panorámica","H",0
"1913153",60.64,21.04,1.90,"Panorámica","H",0
"1913154",14.84,10.37,3.13,"Panorámica","H",0
"1913155",23.34,19.24,5.37,"Panorámica","H",0
"1913156",40.04,30.07,4.71,"Panorámica","H",0
"1913158",19.83,13.03,0.00,"Panorámica","H",0
"1913159",47.30,19.16,12.69,"Panorámica","H",0
"1913160",82.17,4.39,0.00,"Detalle","H",0
"1913162",63.73,10.68,8.16,"Panorámica","H",0
"1913163",71.52,12.42,0.00,"Panorámica","H",0
"1913164",80.00,12.89,0.00,"Panorámica","H",0
"1913166",57.57,6.98,8.23,"Detalle","H",0
"1913167",11.98,25.60,0.00,"Panorámica","H",0
"1913182",46.27,0.00,0.00,"Panorámica","H",0
"1913184",42.68,35.62,0.00,"Panorámica","H",0
"1913185",46.46,7.51,0.00,"Detalle","H",0
"1913186",65.44,4.84,0.00,"Detalle","H",0
"1913188",46.59,32.04,1.05,"Panorámica","H",0
"1913189",57.55,19.00,0.00,"Panorámica","H",0
"1913199",31.95,42.56,0.00,"Panorámica","H",0
"1913200",34.38,20.32,0.00,"Panorámica","H",0
"1913201",69.52,18.04,0.00,"Detalle","H",0
"1913203",96.33,0.00,0.00,"Detalle","H",0
"1913206",45.46,1.26,0.00,"Panorámica","H",0
"1913215",21.40,43.85,0.00,"Panorámica","H",0
"1913216",25.29,35.79,1.40,"Panorámica","H",0
"1913217",35.89,27.04,1.33,"Panorámica","H",0
"1913224",55.97,32.24,0.00,"Panorámica","H",0
"1913225",66.86,18.81,0.00,"Detalle","H",0
"1913226",46.08,18.07,3.50,"Panorámica","H",0
"1913234",52.30,20.55,0.00,"Panorámica","H",0
"1913242",58.35,2.35,36.24,"Panorámica","H",0
"1913249",39.93,34.46,2.10,"Panorámica","H",0
"1913251",31.72,27.93,0.00,"Panorámica","H",0
"1913406",30.14,30.21,3.17,"Panorámica","H",0
"1913422",25.20,0.00,0.00,"Panorámica","H",0
"1913617",50.87,0.00,0.00,"Panorámica","H",0
"1913623",30.02,0.00,16.47,"Panorámica","H",0
"1914610",58.61,17.40,0.00,"Panorámica","H",0
"1914612",31.30,29.90,0.00,"Panorámica","H",0
"1914613",58.42,18.25,0.00,"Panorámica","H",0
"1914614",20.58,55.26,0.00,"Panorámica","H",0
"1914615",33.67,27.31,0.00,"Panorámica","H",0
"1914668",38.78,34.86,0.00,"Panorámica","H",0
"1914675",41.02,16.45,0.00,"Panorámica","H",0
"1914700",50.96,25.10,1.79,"Panorámica","H",0
"1914703",79.09,8.16,0.00,"Detalle","H",0
"1914705",41.45,30.79,0.00,"Panorámica","H",0
"1914706",54.72,23.27,0.00,"Panorámica","H",0
"1916030",64.24,30.59,0.00,"Panorámica","H",0
"1916032",72.43,25.63,0.00,"Detalle","H",0
"1916037",69.33,28.95,0.00,"Detalle","H",0
"1916038",78.61,18.88,0.00,"Detalle","H",0
"1916039",52.80,28.23,2.52,"Panorámica","H",0
"1916042",63.43,30.77,0.00,"Panorámica","H",0
"1916046",72.43,25.63,0.00,"Panorámica","H",0
"1916048",52.80,28.23,2.52,"Panorámica","H",0
"1916320",37.48,20.55,3.36,"Panorámica","H",0
"1916335",18.88,21.66,0.00,"Panorámica","H",0
"1916341",24.67,20.30,0.00,"Panorámica","H",0
"1916428",28.36,35.48,0.00,"Panorámica","H",0
"1917330",51.53,17.71,0.00,"Panorámica","H",0
"1919815",24.75,24.04,2.33,"Panorámica","H",0
"1919850",39.64,25.68,0.00,"Panorámica","H",0
"1919970",34.17,50.31,1.84,"Panorámica","H",0
"1919972",31.24,38.63,0.00,"Panorámica","H",0
"1919978",44.33,42.12,1.53,"Panorámica","H",0
"1919979",30.88,20.22,0.00,"Panorámica","H",0
"1920022",26.82,31.78,1.64,"Panorámica","H",0
"1920033",37.47,26.63,0.00,"Panorámica","H",0
"1920817",27.19,4.23,0.00,"Panorámica","H",0
"1921075",20.63,23.37,1.71,"Panorámica","H",0
"1921467",29.70,16.99,0.00,"Panorámica","H",0
"1921527",58.08,17.17,1.74,"Detalle","H",0
"1921528",46.20,24.45,0.00,"Panorámica","H",0
"1921529",60.76,36.68,0.00,"Panorámica","H",0
"1921530",53.32,24.72,1.26,"Panorámica","H",0
"1921531",87.49,3.08,0.00,"Detalle","H",0
"1921532",44.48,21.54,1.21,"Panorámica","H",0
"1921536",35.95,11.97,0.00,"Panorámica","H",0
"1921589",19.64,46.27,0.00,"Panorámica","H",0
"1921718",25.72,10.66,0.00,"Panorámica","H",0
"1921725",13.97,26.28,0.00,"Panorámica","H",0
"1922215",30.39,34.16,0.00,"Panorámica","H",0
"1922239",72.15,15.25,0.00,"Detalle","H",0
"1922781",29.97,24.84,0.00,"Panorámica","H",0
"1924123",46.40,6.80,2.20,"Panorámica","H",0
"1924124",51.94,3.54,0.00,"Detalle","H",0
"1930089",26.76,7.29,0.00,"Panorámica","H",0
"1930377",54.92,18.53,5.44,"Panorámica","H",0
"1930384",62.67,0.00,0.00,"Panorámica","H",0
"1930551",16.47,29.72,2.44,"Panorámica","H",0
"1930552",17.23,15.62,0.00,"Panorámica","H",0
"1930553",20.27,45.67,1.57,"Panorámica","H",0
"1930555",58.69,37.54,0.00,"Panorámica","H",0
"1930556",17.04,23.43,0.00,"Panorámica","H",0
"1930557",23.97,17.91,0.00,"Panorámica","H",0
"1930558",26.99,31.77,0.00,"Panorámica","H",0
"1930589",33.71,28.85,1.26,"Panorámica","H",0
"1930590",20.04,35.40,0.00,"Panorámica","H",0
"1931810",14.77,2.66,0.00,"Panorámica","H",0
"1941521",51.49,8.85,0.00,"Panorámica","H",0
"1941629",66.27,11.77,0.00,"Panorámica","H",0
"1941658",78.88,1.04,0.00,"Panorámica","H",0
"1941662",46.86,8.13,0.00,"Panorámica","H",0
"1941900",59.94,3.49,0.00,"Panorámica","H",0
"1941903",8.29,0.00,0.00,"Panorámica","H",0
"1941905",34.28,3.65,0.00,"Panorámica","H",0
"1941907",72.70,0.00,0.00,"Panorámica","H",0
"1941922",27.83,12.36,0.00,"Panorámica","H",0
"1941944",25.88,13.52,0.00,"Panorámica","H",0
"1941945",36.03,0.00,0.00,"Panorámica","H",0
"1941969",54.27,10.65,1.41,"Panorámica","H",0
"1942088",26.36,0.00,0.00,"Panorámica","H",0
"1942290",40.69,1.15,0.00,"Panorámica","H",0
"1942294",39.40,2.56,0.00,"Panorámica","H",0
"1942643",28.06,14.21,4.32,"Panorámica","H",0
"1942646",28.06,14.21,4.32,"Panorámica","H",0
"1942727",21.42,0.00,0.00,"Panorámica","H",0
"1942731",28.02,9.49,0.00,"Panorámica","H",0
"1942749",24.53,0.00,0.00,"Panorámica","H",0
"1942875",7.82,22.42,0.00,"Panorámica","H",0
"1943027",17.73,25.59,0.00,"Panorámica","H",0
"1943029",31.36,22.53,0.00,"Panorámica","H",0
"1943032",4.83,15.59,4.86,"Panorámica","H",0
"1943033",40.20,20.89,1.66,"Panorámica","H",0
"1943038",33.31,8.04,0.00,"Panorámica","H",0
"1943041",62.53,5.92,0.00,"Panorámica","H",0
"1943048",27.66,1.94,0.00,"Panorámica","H",0
"1943075",28.88,7.28,0.00,"Panorámica","H",0
"1943076",20.76,11.58,0.00,"Panorámica","H",0
"1943078",5.07,11.18,0.00,"Panorámica","H",0
"1943081",34.25,11.29,0.00,"Panorámica","H",0
"1943088",15.47,18.40,0.00,"Panorámica","H",0
"1943090",30.55,12.10,0.00,"Panorámica","H",0
"1943094",65.95,5.02,0.00,"Detalle","H",0
"1943101",14.56,26.03,0.00,"Panorámica","H",0
"1943120",51.89,5.14,6.75,"Panorámica","H",0
"1943151",42.94,19.00,0.00,"Panorámica","H",0
"1943156",68.52,5.20,7.26,"Panorámica","H",0
"1943158",17.26,0.00,0.00,"Panorámica","H",0
"1943159",12.96,11.09,0.00,"Panorámica","H",0
"1943196",55.61,0.00,20.86,"Panorámica","H",0
"1943197",41.31,10.12,0.00,"Panorámica","H",0
"1943198",69.19,0.00,16.04,"Panorámica","H",0
"1943205",57.10,5.78,0.00,"Detalle","H",0
"1943213",61.38,1.14,0.00,"Detalle","H",0
"1943221",14.20,29.07,0.00,"Panorámica","H",0
"1943229",17.59,8.07,0.00,"Panorámica","H",0
"1943233",12.76,4.06,3.12,"Panorámica","H",0
"1943253",76.63,1.04,0.00,"Detalle","H",0
"1943262",34.09,1.94,0.00,"Panorámica","H",0
"1943263",51.34,15.11,0.00,"Panorámica","H",0
"1943270",16.32,18.21,0.00,"Panorámica","H",0
"1943277",23.19,42.95,0.00,"Panorámica","H",0
"1943300",22.81,21.55,0.00,"Panorámica","H",0
"1943302",58.05,15.61,0.00,"Detalle","H",0
"1943359",15.92,11.50,0.00,"Panorámica","H",0
"1943442",33.26,7.17,0.00,"Panorámica","H",0
"1943524",38.62,1.79,2.60,"Panorámica","H",0
"1943528",61.87,17.60,0.00,"Panorámica","H",0
"1943535",38.12,11.32,0.00,"Panorámica","H",0
"1943537",52.21,17.90,0.00,"Panorámica","H",0
"1943582",45.91,6.50,0.00,"Panorámica","H",0
"1943584",37.51,31.89,0.00,"Panorámica","H",0
"1943585",25.64,0.00,0.00,"Panorámica","H",0
"1943592",7.08,12.81,0.00,"Panorámica","H",0
"1943593",38.12,5.09,0.00,"Panorámica","H",0
"1943594",60.76,7.33,0.00,"Panorámica","H",0
"1943597",69.51,0.00,5.33,"Panorámica","H",0
"1943627",70.42,9.81,0.00,"Panorámica","H",0
"1943690",23.65,15.73,0.00,"Panorámica","H",0
"1943784",47.64,0.00,0.00,"Detalle","H",0
"1943786",61.41,1.87,0.00,"Detalle","H",0
"1943829",60.71,22.98,0.00,"Panorámica","H",0
"1943899",75.49,4.63,0.00,"Panorámica","H",0
"1944051",35.43,33.14,0.00,"Panorámica","H",0
"1944080",52.13,0.00,0.00,"Detalle","H",0
"1944098",29.59,11.16,0.00,"Panorámica","H",0
"1944177",18.21,18.27,0.00,"Panorámica","H",0
"1944216",46.98,16.28,0.00,"Panorámica","H",0
"1944224",37.40,19.19,0.00,"Panorámica","H",0
"1944299",72.94,0.00,0.00,"Panorámica","H",0
"1944352",30.57,0.00,24.33,"Panorámica","H",0
"1944449",56.93,0.00,0.00,"Panorámica","H",0
"1944451",64.12,0.00,0.00,"Detalle","H",0
"1944559",35.59,15.30,1.14,"Panorámica","H",0
"1944565",90.09,0.00,4.39,"Panorámica","H",0
"1944694",33.54,18.06,0.00,"Panorámica","H",0
"1944737",29.29,0.00,0.00,"Panorámica","H",0
"1944740",18.92,16.02,0.00,"Panorámica","H",0
"1944750",37.40,9.43,0.00,"Panorámica","H",0
"1944789",32.45,24.64,0.00,"Panorámica","H",0
"1944820",18.41,23.73,6.19,"Panorámica","H",0
"1944825",19.28,0.00,0.00,"Panorámica","H",0
"1944829",0.00,0.00,0.00,"Panorámica","H",0
"1944905",59.66,12.76,1.60,"Panorámica","H",0
"1945013",0.00,0.00,2.66,"Panorámica","H",0
"1945110",36.20,43.48,3.20,"Panorámica","H",0
"1945148",79.71,4.03,0.00,"Panorámica","H",0
"1945155",35.81,1.78,0.00,"Panorámica","H",0
